ObjectId,ogcfid,typ_opatreni,rok_realizace,delka,datum_exportu,GlobalID,SHAPE_Length
420,118,Piktogramový koridor pro cyklisty - V20,2013,267.16,2022/12/16 00:00:00+00,{D7F0EDDC-E01A-40FB-92B6-AC3451098F6D},0.00247673618908712
421,117,"Vyhrazený pruh pro taxi, cyklo, bus",2013,374.85001,2022/12/16 00:00:00+00,{1547985C-AB81-49A1-91E3-95F60A9F317F},0.00349344019360421
422,185,Stezka pro chodce s povoleným vjezdem cyklistů,2020,79,2022/12/16 00:00:00+00,{9F4019BA-CDF7-4D40-BA41-25AAC0439DB1},0.000769778032159264
423,5,Stezka pro chodce a cyklisty (nedělená) - C9,1999,452.56,2022/12/16 00:00:00+00,{C936C34F-20BE-441F-8BFD-137698EF16A6},0.00419938233199905
424,4,Stezka pro chodce a cyklisty (nedělená) - C9,1999,122.92,2022/12/16 00:00:00+00,{682233D4-69A1-4238-BA21-1DC22C7ED96E},0.0011444862582586
425,113,Vyhrazený jízdní pruh pro cyklisty - V14,2010,461.07001,2022/12/16 00:00:00+00,{9E0BCECF-EE02-4C7B-8B4A-B62ABAEDF0C0},0.00590179706846187
426,168,Stezka pro chodce a cyklisty (nedělená) - C9,2010,1022.61,2022/12/16 00:00:00+00,{3CE82D7C-7085-4492-AB71-0A599A3C48CA},0.00991181823578508
427,166,Stezka pro chodce a cyklisty (nedělená) - C9,2010,242.28,2022/12/16 00:00:00+00,{9F585FD7-15EB-4539-9B6B-421578C5F4E9},0.00243034172352498
428,165,Stezka pro cyklisty - C8,2010,50.009998,2022/12/16 00:00:00+00,{A0601DD6-1256-4985-A8C6-E0925DAAA95B},0.000499310022867515
429,164,Stezka pro chodce a cyklisty (nedělená) - C9,2010,300.42999,2022/12/16 00:00:00+00,{EE93FDED-445C-4A21-891D-F39E90DFA389},0.00408136641274624
430,163,Stezka pro chodce a cyklisty (nedělená) - C9,1995,519.65002,2022/12/16 00:00:00+00,{ADCD86F6-65A9-4B6A-9FC7-33B78C0ECB72},0.00505122362222513
431,162,Stezka pro chodce a cyklisty (nedělená) - C9,2015,114.97,2022/12/16 00:00:00+00,{3753F524-D6F7-4EFC-AC15-E800E4146169},0.00110670974952621
432,161,Stezka pro chodce a cyklisty (nedělená) - C9,2015,54.360001,2022/12/16 00:00:00+00,{40AC25E7-64FA-451C-B875-A847FCE1CDCA},0.000505783486746589
433,160,Stezka pro chodce a cyklisty (nedělená) - C9,2015,155.42999,2022/12/16 00:00:00+00,{728E9A84-3C1A-444F-A6C3-8B96747C2651},0.00144766058215951
434,159,Stezka pro chodce a cyklisty (nedělená) - C9,2011,243.33,2022/12/16 00:00:00+00,{55561A74-5CC6-4635-9F9F-9061E7C6932C},0.00328164505252159
435,158,Stezka pro chodce a cyklisty (nedělená) - C9,2011,142.97,2022/12/16 00:00:00+00,{07BF5C2C-4F49-4115-BF2D-EBF7F5F24E75},0.00190294529243173
436,157,Stezka pro chodce a cyklisty (nedělená) - C9,2015,662.26001,2022/12/16 00:00:00+00,{C69EF434-0C22-4992-B511-400C3BE05616},0.00667533929241544
437,156,Stezka pro chodce a cyklisty (nedělená) - C9,2006,129.95,2022/12/16 00:00:00+00,{33E6279A-37DE-4357-BE75-5EA0EAB8F95E},0.00168578354396496
438,121,Piktogramový koridor pro cyklisty - V20,2014,76.169998,2022/12/16 00:00:00+00,{EA4EE220-4337-44BA-A178-4C10319FE8C5},0.000785998043112997
439,66,Ostatní,2007,36.669998,2022/12/16 00:00:00+00,{8FE884A8-04B8-4998-A4FE-A369ECEA4944},0.000496207084115487
440,111,Stezka pro chodce a cyklisty (dělená) - C10,2001,222.77,2022/12/16 00:00:00+00,{04041275-51EE-4153-8866-DEE84F470D0E},0.00287678482092391
441,109,Piktogramový koridor pro cyklisty - V20,2014,73.790001,2022/12/16 00:00:00+00,{1094226D-791E-491E-A2F9-2A68FFB3530B},0.000937570848001427
442,108,Vyhrazený jízdní pruh pro cyklisty - V14,2014,234.7,2022/12/16 00:00:00+00,{3B9D9E8E-A72D-4D2E-9C5A-72237A74ECD8},0.00301129293429116
443,107,Piktogramový koridor pro cyklisty - V20,2014,39.32,2022/12/16 00:00:00+00,{EADF0B65-2633-4DC6-B1F4-B558E2DD97C6},0.000506136417016001
444,260,Piktogramový koridor pro cyklisty - V20,2017,80.889999,2022/12/16 00:00:00+00,{5C126913-EEA1-4B8B-A9D8-70FB93190B31},0.00107465522793572
445,258,Stezka pro chodce a cyklisty (nedělená) - C9,2018,136.39,2022/12/16 00:00:00+00,{D40EBEAF-EFAA-4DC6-8172-B835D9C2E1FC},0.00167543080644951
446,267,Piktogramový koridor pro cyklisty - V20,2017,197.72,2022/12/16 00:00:00+00,{0893C77C-16B7-4C89-9A85-F857C7E459FD},0.00264620599689477
447,266,Vyhrazený jízdní pruh pro cyklisty - V14,2017,189.89999,2022/12/16 00:00:00+00,{A0BEBA1C-8D12-456C-ABE6-F31F52DEBF2D},0.00254017131067234
448,265,Vyhrazený jízdní pruh pro cyklisty - V14,2017,56.91,2022/12/16 00:00:00+00,{878C3628-97D3-408B-AC37-1A0C1D16BF05},0.000760882287688447
449,67,Piktogramový koridor pro cyklisty - V20,2007,36.599998,2022/12/16 00:00:00+00,{8B562BC7-9128-463E-8BC9-34FAEFED376A},0.000491740250908067
450,65,Stezka pro chodce a cyklisty (dělená) - C10,2007,207.00999,2022/12/16 00:00:00+00,{0954D468-A4A8-4180-A336-FEB7A3B46998},0.00186924895015422
451,64,Stezka pro chodce a cyklisty (dělená) - C10,2007,122.44,2022/12/16 00:00:00+00,{741012D9-ACF3-42DE-9C7C-970402D76763},0.00110630879930144
452,433,Vjezd cyklistům povolen,2018,836.51001,2022/12/16 00:00:00+00,{713908BF-3353-4ED8-9239-49818542ACA5},0.00934054248911655
453,112,Stezka pro chodce a cyklisty (nedělená) - C9,2010,71.599998,2022/12/16 00:00:00+00,{83F1768A-7B2B-49E0-9BB0-F1184BA7FF23},0.000905492868766191
454,375,Vjezd cyklistům povolen,2015,155.97,2022/12/16 00:00:00+00,{FAAEFE30-EF99-4255-80CA-0B24159831FF},0.00194102917080475
455,110,Stezka pro chodce a cyklisty (dělená) - C10,2001,437.87,2022/12/16 00:00:00+00,{132043D4-4908-42FF-ACD6-7135B992C851},0.00585063084372907
456,155,Stezka pro chodce a cyklisty (nedělená) - C9,2006,1666.1,2022/12/16 00:00:00+00,{BD3EB35A-2E1F-4EE1-8C85-AD15E8BEDC36},0.0156380833849901
457,140,Stezka pro chodce a cyklisty (nedělená) - C9,1997,227.64,2022/12/16 00:00:00+00,{3D8E0B5F-7146-4E99-9D2D-1D93D1E1E90A},0.00221134613292918
458,139,Stezka pro chodce a cyklisty (nedělená) - C9,2015,506.85999,2022/12/16 00:00:00+00,{AC545728-A272-4B58-BC99-01CF62E546BC},0.0055864204782468
459,138,Stezka pro chodce a cyklisty (nedělená) - C9,2015,562.42999,2022/12/16 00:00:00+00,{52C861B6-A98C-4DE5-AA39-B79B79212DBC},0.00645274016327942
460,137,Stezka pro chodce a cyklisty (nedělená) - C9,1997,1044.5601,2022/12/16 00:00:00+00,{57793388-1AA1-4729-A10B-75DF202D4EEF},0.0121443329752534
461,237,Piktogramový koridor pro cyklisty - V20,2010,261.98001,2022/12/16 00:00:00+00,{A599FA25-89BC-4D42-9628-57D87A61A051},0.00349260031316401
462,136,Stezka pro chodce a cyklisty (nedělená) - C9,1997,173.16,2022/12/16 00:00:00+00,{72825D3C-F789-4ECC-884E-0C5279A01AB5},0.00236445047051563
463,135,Stezka pro chodce a cyklisty (nedělená) - C9,2003,149.53,2022/12/16 00:00:00+00,{7388EBB0-9ED5-4693-A796-E0455EC37985},0.00189112861419205
464,134,Stezka pro chodce a cyklisty (nedělená) - C9,2015,423.45999,2022/12/16 00:00:00+00,{D2419FD6-BD99-4B6D-A586-C55BAB8C4D96},0.00542513265102241
465,133,Stezka pro chodce a cyklisty (nedělená) - C9,1998,536.28998,2022/12/16 00:00:00+00,{7AD84398-117E-44C7-AFF6-A9481D5B9B35},0.00681062565634989
466,132,Stezka pro chodce a cyklisty (nedělená) - C9,1998,142.17,2022/12/16 00:00:00+00,{53BA8786-59B1-41ED-8DD4-E0A29BABDC12},0.00181065137215731
467,342,Vjezd cyklistům povolen,2015,82.660004,2022/12/16 00:00:00+00,{C7D2CDE8-AAD6-41A9-9768-89456910634D},0.000790408548718955
468,131,Stezka pro cyklisty - C8,2013,151.47,2022/12/16 00:00:00+00,{B244003E-6A66-485A-B5F2-D70B7E531A32},0.00180466781217031
469,130,Stezka pro cyklisty - C8,2013,210,2022/12/16 00:00:00+00,{BFCEC6A9-E581-48A9-9045-FAFDBFA1A507},0.00239872107676113
470,27,Piktogramový koridor pro cyklisty - V20,2016,48.77,2022/12/16 00:00:00+00,{2D9B05EE-9F94-43CE-8DA3-6292444F4963},0.000585585964191527
471,96,Stezka pro chodce a cyklisty (nedělená) - C9,2001,909.56,2022/12/16 00:00:00+00,{60BD7687-9891-47B8-8B05-37E0F89C1D93},0.00845402965955685
472,95,Piktogramový koridor pro cyklisty - V20,2001,39.91,2022/12/16 00:00:00+00,{984A0A61-F1AE-4EB4-814D-DBADA1D015CB},0.000530217883277206
473,94,Stezka pro chodce a cyklisty (dělená) - C10,1998,165,2022/12/16 00:00:00+00,{42BFDC1A-8321-4FDC-83EA-A967439CEBFC},0.00215690535175954
474,307,Stezka pro chodce a cyklisty (nedělená) - C9,2017,63.07,2022/12/16 00:00:00+00,{45EF0CB1-8067-43C4-9EB8-07DAAFE596A3},0.000790403483253493
475,311,Stezka pro chodce a cyklisty (nedělená) - C9,2013,62.740002,2022/12/16 00:00:00+00,{82C2629A-609F-4B1B-8A72-91B99DC1EDB0},0.00084109073167065
476,339,Vjezd cyklistům povolen,2012,235.71001,2022/12/16 00:00:00+00,{02B2815B-2960-4AE4-9E47-DF9A77685571},0.00295835944148398
477,203,Stezka pro chodce a cyklisty (nedělená) - C9,2000,566.19,2022/12/16 00:00:00+00,{DBE34C3E-2014-483B-AA7B-2643D92BB7CA},0.00524670770378759
478,200,Stezka pro chodce a cyklisty (nedělená) - C9,2000,43.040001,2022/12/16 00:00:00+00,{49BB8095-0AE3-47D5-BDF4-D32E5A10FA3D},0.000392325917623158
479,63,Stezka pro chodce a cyklisty (dělená) - C10,2007,537.33002,2022/12/16 00:00:00+00,{59E44BFE-7E74-494B-A6D1-809BDA8B6F25},0.00734543734881954
480,62,Stezka pro chodce a cyklisty (dělená) - C10,2007,102.05,2022/12/16 00:00:00+00,{0FBF0C7E-3203-4BA1-BEAE-B00E14DF732A},0.000941525845073822
481,60,Piktogramový koridor pro cyklisty - V20,2010,30.43,2022/12/16 00:00:00+00,{6F53ED74-49B8-4EEC-BBB3-5C5123AE43BA},0.000402915710688455
482,56,Vyhrazený jízdní pruh pro cyklisty - V14,2010,27.879999,2022/12/16 00:00:00+00,{6868B445-1E45-4875-9BA1-657FA8D2F8AB},0.000379614526870424
483,55,Piktogramový koridor pro cyklisty - V20,2010,127.93,2022/12/16 00:00:00+00,{D1BA4858-145F-43A5-B14E-CB9CEF4884F0},0.00171683557023404
484,356,Vjezd cyklistům povolen,2015,228.92,2022/12/16 00:00:00+00,{CAD95A13-5741-441C-B09E-AE19B40D5FC2},0.00218223053313626
485,430,Vjezd cyklistům povolen,2018,395.51999,2022/12/16 00:00:00+00,{A2C9E229-25F1-43E9-AC1F-C8DCA9A3CB81},0.00361081251344157
486,2,Stezka pro chodce a cyklisty (dělená) - C10,2008,260.13,2022/12/16 00:00:00+00,{CFE30780-841C-43FD-B78F-5CD3CBB95D9C},0.00327861708943916
487,435,Vjezd cyklistům povolen,2015,176.37,2022/12/16 00:00:00+00,{A298B8F7-D649-4A4A-880F-87C67CE5A240},0.00160314725448233
488,434,Vjezd cyklistům povolen,2018,356.89001,2022/12/16 00:00:00+00,{02874B99-B045-482F-9E30-5E52B35BADF4},0.00406322051542735
489,379,Vjezd cyklistům zakázán,2015,50.540001,2022/12/16 00:00:00+00,{2E523A73-8FC5-4650-A642-6A6A8F9A04C4},0.00059939061917391
490,54,Vyhrazený jízdní pruh pro cyklisty - V14,2010,1209.34,2022/12/16 00:00:00+00,{8A2F7F9E-EC00-4F98-837D-A86344E57868},0.0148407233529988
491,53,Piktogramový koridor pro cyklisty - V20,2010,89.989998,2022/12/16 00:00:00+00,{8CBE9C50-877B-4270-814F-1B3944103485},0.00120473026527402
492,52,Vyhrazený jízdní pruh pro cyklisty - V14,2010,72.25,2022/12/16 00:00:00+00,{B049D9A8-B45C-4908-AA57-C0AA757E5DEE},0.000961549714239656
493,87,Ostatní,2014,46.57,2022/12/16 00:00:00+00,{E22BD2A3-02BA-47AB-AC46-39268C523969},0.000421869029297336
494,176,Stezka pro cyklisty - C8,2002,144.3,2022/12/16 00:00:00+00,{5C95E391-5447-4A86-AF91-2A279B492C7D},0.00192965959292702
495,175,Stezka pro cyklisty - C8,2002,88.709999,2022/12/16 00:00:00+00,{AC6D8033-2B30-468F-B15B-1BBFF460EDE0},0.00118585877505359
496,174,Stezka pro cyklisty - C8,2002,236.91,2022/12/16 00:00:00+00,{BF56459A-0A3D-4BFE-9CB6-4301DCFCDD12},0.00314018089855076
497,196,Stezka pro chodce a cyklisty (nedělená) - C9,2001,131.17999,2022/12/16 00:00:00+00,{54FD76DF-29FE-4CDA-B3E0-D697B3E868DD},0.00169795556866497
498,31,Piktogramový koridor pro cyklisty - V20,2017,322.47,2022/12/16 00:00:00+00,{55E32CE9-49A0-4143-BAE0-5FBDD95D4C74},0.00430933915585863
499,30,Vyhrazený jízdní pruh pro cyklisty - V14,2017,299.48001,2022/12/16 00:00:00+00,{734D6F8E-7D58-44AB-9E56-279923071043},0.00400225428924463
500,23,Vyhrazený jízdní pruh pro cyklisty - V14,2012,521.34998,2022/12/16 00:00:00+00,{0E549282-6943-411D-9516-793A663AB045},0.0070049353788949
501,21,Stezka pro chodce a cyklisty (nedělená) - C9,2006,129.42999,2022/12/16 00:00:00+00,{9C748ACD-F119-4CB3-BB67-C567D9418843},0.00133637882798964
502,20,Stezka pro chodce a cyklisty (nedělená) - C9,2006,59.630001,2022/12/16 00:00:00+00,{F9F2A531-01D8-4AFC-939E-44F1F46D3893},0.000614682506952413
503,19,Stezka pro chodce a cyklisty (nedělená) - C9,2006,306.64001,2022/12/16 00:00:00+00,{ECF81F59-C377-4F29-AA27-AA0D245A9B0A},0.00296124610241483
504,18,Stezka pro chodce a cyklisty (nedělená) - C9,2010,86.720001,2022/12/16 00:00:00+00,{CDD7D299-295F-4F2E-A479-9CFB0B4F656D},0.000936405244415553
505,16,Piktogramový koridor pro cyklisty - V20,2010,103.08,2022/12/16 00:00:00+00,{1B923031-5B5C-4324-A6E1-B7E8FA57B3C5},0.0011488029858654
506,357,Vjezd cyklistům povolen,2015,176.55,2022/12/16 00:00:00+00,{8CDED102-2407-4942-8773-B594DE500750},0.00183211968985626
507,15,"Vyhrazený pruh pro taxi, cyklo, bus",2010,359.04001,2022/12/16 00:00:00+00,{866343B2-22F0-4439-A32F-D5EDFEAED4B0},0.00390812662314442
508,11,Stezka pro cyklisty - C8,2002,68.230003,2022/12/16 00:00:00+00,{64D59F10-F195-490B-AA76-EF9457202C3B},0.000894971158220493
509,8,Stezka pro cyklisty - C8,1997,193.95,2022/12/16 00:00:00+00,{DC30CF8A-26D7-493B-961A-60D16A59F535},0.00223193016422403
510,7,Stezka pro cyklisty - C8,1997,259.14001,2022/12/16 00:00:00+00,{AB0DA72B-9784-4E21-A4AB-E709ACF4BC21},0.00267312699462001
511,355,Vjezd cyklistům povolen,2015,76.169998,2022/12/16 00:00:00+00,{DD0A949A-C171-485D-ABE6-1BD0E11471F6},0.000968455392162139
512,378,Vjezd cyklistům zakázán,2015,207.03,2022/12/16 00:00:00+00,{5B019C11-CE7E-405C-9686-6E7E4B0E77E8},0.00221947737907205
513,374,Vjezd cyklistům povolen,2015,177.83,2022/12/16 00:00:00+00,{A6F1BAE2-EAD2-4457-8626-81A72D175E0F},0.00222681766888424
514,373,Vjezd cyklistům povolen,2015,292.72,2022/12/16 00:00:00+00,{C823A377-8AC0-4D9D-95E7-EDCD828CF2CC},0.00304069536042824
515,372,Vjezd cyklistům povolen,2015,153.55,2022/12/16 00:00:00+00,{7A72A468-3A47-4AE1-9468-CA83FB0650D0},0.00198940278714956
516,371,Vjezd cyklistům povolen,2015,78.580002,2022/12/16 00:00:00+00,{7A07DB22-4E1D-490F-A848-1F145637D972},0.00106929528303528
517,370,Vjezd cyklistům povolen,2015,108.82,2022/12/16 00:00:00+00,{D31AD3FD-ACF6-4592-A309-706929837C06},0.00116971099423462
518,369,Vjezd cyklistům povolen,2015,65.32,2022/12/16 00:00:00+00,{FE73E9F7-97D2-4B41-A883-98D8B4988B31},0.00087329779230475
519,368,Vjezd cyklistům povolen,2015,61.200001,2022/12/16 00:00:00+00,{258A71FD-F9BA-4819-8D27-F8A0FCA9B731},0.000786063588604909
520,367,Vjezd cyklistům povolen,2015,401.85001,2022/12/16 00:00:00+00,{8B15BCD0-15F8-4079-8545-309BF37530A9},0.00416486214553418
521,366,Vjezd cyklistům povolen,2015,25.25,2022/12/16 00:00:00+00,{5221A596-F546-4E58-A60A-6AC727DBF7CC},0.000228012439184599
522,365,Vjezd cyklistům povolen,2015,371.48001,2022/12/16 00:00:00+00,{89763D34-BBE3-4E47-A479-B3E6001EBB63},0.00476370944470256
523,364,Vjezd cyklistům povolen,2015,50.720001,2022/12/16 00:00:00+00,{7DDDC03F-E949-4661-899B-79CE3DDA9D26},0.000649257630494178
524,363,Vjezd cyklistům povolen,2015,107.77,2022/12/16 00:00:00+00,{0A7F88BE-C688-4013-94F9-5FFA3746C9B5},0.00112334917133493
525,362,Vjezd cyklistům povolen,2015,349.75,2022/12/16 00:00:00+00,{35736383-167B-4A93-B346-329896A92D2C},0.00477170404439411
526,360,Vjezd cyklistům povolen,2015,97.019997,2022/12/16 00:00:00+00,{6CF5D6A9-63B7-49C4-980B-7025C846078D},0.00118957779398611
527,359,Vjezd cyklistům povolen,2015,157.74001,2022/12/16 00:00:00+00,{8CAFB9EC-5B71-47DA-AF62-2AA966925D24},0.00183157897294177
528,358,Vjezd cyklistům povolen,2015,72.699997,2022/12/16 00:00:00+00,{714EA120-0AE7-4D96-A351-C389A434FB5C},0.000944866354469438
529,343,Vjezd cyklistům povolen,2015,67.830002,2022/12/16 00:00:00+00,{3A657B14-A89E-45CC-B64E-9E82052641F6},0.000880972303295654
530,351,Vjezd cyklistům povolen,2015,24.370001,2022/12/16 00:00:00+00,{64091014-CA11-42A2-87A4-A5FE5D7673A0},0.000257135321793218
531,350,Vjezd cyklistům povolen,2015,67.129997,2022/12/16 00:00:00+00,{67B2C99D-4D3E-4D05-A93D-809BDF2AB62F},0.000615150964389969
532,349,Vjezd cyklistům povolen,2015,19.139999,2022/12/16 00:00:00+00,{8D7DA75A-F766-433F-9CBF-C29C26BF06D9},0.000193079434740239
533,348,Vjezd cyklistům povolen,2015,198.14999,2022/12/16 00:00:00+00,{668AE5C9-3DB2-469D-91F0-B2C85B0C0F99},0.00189191144589302
534,346,Vjezd cyklistům povolen,2015,95.790001,2022/12/16 00:00:00+00,{A62C4585-80F4-4D7C-BC9B-74FB5476C7B9},0.00127760305281714
535,345,Vjezd cyklistům povolen,2015,109.81,2022/12/16 00:00:00+00,{BF0D3DAD-9CEC-4FD0-B5E6-FED50B0B9254},0.00146322027974279
536,344,Vjezd cyklistům povolen,2015,184.27,2022/12/16 00:00:00+00,{8B62217F-75B4-423E-953E-41794DBE399B},0.00218801312254872
537,338,Stezka pro chodce a cyklisty (nedělená) - C9,2007,51.650002,2022/12/16 00:00:00+00,{0D368D8B-704D-4D6E-BFE3-3B9F8D2E5327},0.000466457969073993
538,24,Jízda cyklistů v protisměru - E12,2016,113.84,2022/12/16 00:00:00+00,{0C3A8D3F-804A-4B45-B487-25B8A98A0965},0.00151113433667393
539,381,Vjezd cyklistům zakázán,2015,55.889999,2022/12/16 00:00:00+00,{66C37A03-77DD-466C-8E04-6F08758D506A},0.00070788687847595
540,10,Jízda cyklistů v protisměru - E12,2002,87.440002,2022/12/16 00:00:00+00,{439E3C83-CBD5-4685-A0C9-A3B320B1EB5F},0.00114698354988057
541,335,Jízda cyklistů v protisměru - E12,2015,81.080002,2022/12/16 00:00:00+00,{3A474821-C056-4B76-8FC7-AC156A1262A1},0.000820202593380986
542,61,Vyhrazený jízdní pruh pro cyklisty - V14,2010,1259.65,2022/12/16 00:00:00+00,{3B846A91-D458-4876-8494-D393A78790C6},0.015485913325085
543,58,Piktogramový koridor pro cyklisty - V20,2010,56.18,2022/12/16 00:00:00+00,{DF484B36-DCED-4B0C-AE2F-2C1B849C8155},0.000767089804741936
544,57,Piktogramový koridor pro cyklisty - V20,2010,40.099998,2022/12/16 00:00:00+00,{F5C898B9-13E7-48ED-88BB-623C9AC9B138},0.000537022281903183
545,1,Stezka pro chodce a cyklisty (dělená) - C10,2008,92.660004,2022/12/16 00:00:00+00,{59EE0F0A-6EB0-4F77-986B-B366BF7A125D},0.00103079626852609
546,86,Piktogramový koridor pro cyklisty - V20,2014,118.01,2022/12/16 00:00:00+00,{EE5BD140-FC9F-492A-90C3-9E3827A0A268},0.00106925363179238
547,85,Piktogramový koridor pro cyklisty - V20,2014,135.25999,2022/12/16 00:00:00+00,{E858CE06-7D4C-4A51-AE62-E0DD5198F08C},0.00123299452727831
548,84,Vyhrazený jízdní pruh pro cyklisty - V14,2014,47.549999,2022/12/16 00:00:00+00,{62C63FAC-046A-4920-97D1-D483ED62AB33},0.000435112563392626
549,17,Stezka pro chodce a cyklisty (nedělená) - C9,2010,329.89999,2022/12/16 00:00:00+00,{0ABC864E-E271-4D9F-9CCC-E6C776F9C070},0.00417727986530555
550,341,Vjezd cyklistům povolen,2015,244.95,2022/12/16 00:00:00+00,{7425F16F-721E-43FD-85AA-1FB84CB81023},0.00326607765856573
551,571,Stezka pro chodce a cyklisty (nedělená) - C9,2007,227.3,2022/12/16 00:00:00+00,{E0E6E3CF-6A49-40B4-8FF0-6E62A72F10DD},0.0029972735606346
552,572,Stezka pro chodce a cyklisty (nedělená) - C9,2007,225.39999,2022/12/16 00:00:00+00,{6EE940B9-11EE-4A98-9963-F270C67D7EC7},0.00294327030398363
553,573,Zákaz vjezdu všech motorových vozidel - B11,2001,660.12,2022/12/16 00:00:00+00,{D4F9A9EF-4790-4C28-9B6E-39256CB9E7E3},0.00603398930491387
554,579,Jízda cyklistů v protisměru (piktogram),2018,12.76,2022/12/16 00:00:00+00,{17674940-F637-4121-B0EE-E6475F172E8C},0.000171730501356441
555,26,Vyhrazený jízdní pruh pro cyklisty - V14,2016,233.10001,2022/12/16 00:00:00+00,{24D02F45-EB70-490E-8E6F-B36BCEA7DB3D},0.00278797772376126
556,575,Vyhrazený jízdní pruh pro cyklisty - V14,2019,507.89001,2022/12/16 00:00:00+00,{E0CAF01D-35FB-4FCE-8DEA-4E71690335D1},0.00504325410459247
557,93,Stezka pro chodce a cyklisty (nedělená) - C9,1998,2409,2022/12/16 00:00:00+00,{798DBFCD-3926-4E17-8BDC-82F5A579353D},0.0273649092529967
558,59,Vyhrazený jízdní pruh pro cyklisty - V14,2010,59.790001,2022/12/16 00:00:00+00,{7C2E46DA-1F1D-4C7D-804D-CB149C54E1B8},0.000818188633666108
559,92,Piktogramový koridor pro cyklisty - V20,2014,273.26999,2022/12/16 00:00:00+00,{9C234A37-2D09-4E38-B081-B5A764E77293},0.00248496254647956
560,91,Piktogramový koridor pro cyklisty - V20,2014,72.400002,2022/12/16 00:00:00+00,{D72D75D8-589E-4EBA-AA57-89F32A27D7A6},0.000655508185253963
561,89,Piktogramový koridor pro cyklisty - V20,2014,208.19,2022/12/16 00:00:00+00,{98A71509-4483-4632-A292-A04922DA187D},0.00189392665847939
562,88,Piktogramový koridor pro cyklisty - V20,2014,16.42,2022/12/16 00:00:00+00,{F415C9FD-871E-40DB-8873-FB9805CF9142},0.000148508474871489
563,83,Piktogramový koridor pro cyklisty - V20,2014,54.900002,2022/12/16 00:00:00+00,{656AE87E-3792-4017-ADAB-24AEFDFBD901},0.000502081602683701
564,82,Stezka pro chodce a cyklisty (nedělená) - C9,2005,170.7,2022/12/16 00:00:00+00,{8D86B7A3-721B-4E3F-AFF6-186128578AF6},0.00232700643140566
565,81,Piktogramový koridor pro cyklisty - V20,1994,33.610001,2022/12/16 00:00:00+00,{5DF03C9D-C0C3-4D06-B7EC-478E7B58E877},0.000369750167066359
566,80,Piktogramový koridor pro cyklisty - V20,1994,34.459999,2022/12/16 00:00:00+00,{C285FD48-EC4A-4524-848D-6DD585FFCDA9},0.00035167066205731
567,79,Stezka pro chodce a cyklisty (nedělená) - C9,1994,117.47,2022/12/16 00:00:00+00,{1FAA448B-B7AA-4464-ACA6-960DBA5E8FF5},0.00122402617113089
568,78,Stezka pro chodce a cyklisty (nedělená) - C9,1994,380.13,2022/12/16 00:00:00+00,{9D78B387-1C23-43CB-82E3-462B9C74B415},0.00411981746824661
569,76,Vyhrazený jízdní pruh pro cyklisty - V14,2013,34.139999,2022/12/16 00:00:00+00,{882F7AE1-5F6B-413B-A195-DD9A2E4D268C},0.000465804165754762
570,90,Ostatní,2014,31.91,2022/12/16 00:00:00+00,{C6B46712-C97E-4AAF-9104-F576F739E23B},0.00028897589911873
571,431,Vjezd cyklistům povolen,2018,264.35999,2022/12/16 00:00:00+00,{76CA5913-D1E9-4825-AA59-79763A9FA290},0.00322374567519663
572,29,Stezka pro chodce a cyklisty (nedělená) - C9,2012,1194.48,2022/12/16 00:00:00+00,{31090019-962C-4C1A-BF7C-6C4647CBAB4B},0.0142456758541134
573,28,"Vyhrazený pruh pro taxi, cyklo, bus",2016,28.959999,2022/12/16 00:00:00+00,{523B3821-C121-4E04-9A3A-558F5F255560},0.00278582322453555
574,541,Zákaz vjezdu všech motorových vozidel - B11,2015,1366.15,2022/12/16 00:00:00+00,{D4AC93C2-9D10-49C9-B53F-AAD62C6638B6},0.017498511828512
575,25,Piktogramový koridor pro cyklisty - V20,2016,153.05,2022/12/16 00:00:00+00,{5FD2CE33-9F51-4DEA-A959-BCF3C86B159E},0.00182929585665312
576,22,Stezka pro chodce a cyklisty (nedělená) - C9,2006,515.64001,2022/12/16 00:00:00+00,{A50C88C3-9E75-4326-B5B7-DA6A6855FD7E},0.0055239753293111
577,12,Stezka pro cyklisty - C8,2002,58.990002,2022/12/16 00:00:00+00,{2FE3F684-F644-4456-80FD-E78A2EBD4AB5},0.000772879196129253
578,542,Zákaz vjezdu všech motorových vozidel - B11,2015,639.40997,2022/12/16 00:00:00+00,{858D6816-105B-4E3C-984C-3078093AE807},0.00690237550442487
579,543,Zákaz vjezdu všech motorových vozidel - B11,2011,1386.29,2022/12/16 00:00:00+00,{DB139CB6-6342-4C92-8073-F9C4D16DFB32},0.0148278143145816
580,544,Zákaz vjezdu všech motorových vozidel - B11,2015,166.49001,2022/12/16 00:00:00+00,{5094EB81-4076-461A-A3C0-6A7243FBAD45},0.0019127404326116
581,545,Zákaz vjezdu všech motorových vozidel - B11,2008,1249.6899,2022/12/16 00:00:00+00,{2B5363F3-E1DE-4D4A-8BA7-490C7AD634A8},0.0154511085542723
582,546,Zákaz vjezdu všech motorových vozidel - B11,2002,270.85001,2022/12/16 00:00:00+00,{32212E71-4AA6-4FCD-881A-5C35B2F6A220},0.00263007025786301
583,547,Zákaz vjezdu všech motorových vozidel - B11,2002,181.44,2022/12/16 00:00:00+00,{E767D555-413C-429E-BE53-119AF15C5BDB},0.00181085434889466
